make,model_year,horsepower,mpg
Chevrolet,2010 Chevrolet HHR Panel,155,38
Chevrolet,2010 Chevrolet HHR Panel,172,52
Chevrolet,2010 Chevrolet HHR Panel,172,36
Porsche,2011 Porsche 911 Cabriolet,408,44
Porsche,2011 Porsche Cayman,265,46
Porsche,2011 Porsche Cayman,330,46
Porsche,2011 Porsche Cayman,320,45
Porsche,2010 Porsche Cayman,265,46
Porsche,2010 Porsche Cayman,320,45
Chevrolet,2012 Chevrolet Impala,300,35
Chevrolet,2012 Chevrolet Impala,300,48
Chevrolet,2012 Chevrolet Impala,300,48
Chevrolet,2011 Chevrolet Impala,211,36
Chevrolet,2011 Chevrolet Impala,211,36
Chevrolet,2011 Chevrolet Impala,230,44
Subaru,2011 Subaru Forester,224,43
Subaru,2011 Subaru Forester,170,48
Subaru,2011 Subaru Forester,170,48
Subaru,2011 Subaru Forester,170,48
Subaru,2011 Subaru Forester,170,48
Subaru,2011 Subaru Forester,224,43
Chevrolet,2010 Chevrolet Impala,211,36
Chevrolet,2010 Chevrolet Impala,211,47
Chevrolet,2010 Chevrolet Impala,230,33
Buick,2011 Buick Enclave,288,38
Buick,2011 Buick Enclave,288,41
Buick,2011 Buick Enclave,288,41
Buick,2011 Buick Enclave,288,41
Buick,2011 Buick Enclave,288,38
Buick,2011 Buick Enclave,288,38
Buick,2010 Buick Enclave,288,41
Buick,2010 Buick Enclave,288,38
Buick,2010 Buick Enclave,288,38
Buick,2010 Buick Enclave,288,41
Buick,2010 Buick Enclave,288,38
Buick,2010 Buick Enclave,288,41
Suzuki,2011 Suzuki Grand Vitara,166,45
Suzuki,2011 Suzuki Grand Vitara,166,44
Suzuki,2011 Suzuki Grand Vitara,166,42
Suzuki,2011 Suzuki Grand Vitara,166,44
Suzuki,2011 Suzuki Grand Vitara,166,42
Buick,2011 Buick Lacrosse,182,49
Buick,2011 Buick Lacrosse,280,44
Buick,2011 Buick Lacrosse,280,42
Buick,2011 Buick Lacrosse,182,49
Buick,2010 Buick Lacrosse,182,49
Buick,2010 Buick Lacrosse,252,41
Buick,2010 Buick Lacrosse,280,44
Buick,2010 Buick Lacrosse,255,43
Buick,2010 Buick Lacrosse,255,43
Suzuki,2010 Suzuki Grand Vitara,166,45
Suzuki,2010 Suzuki Grand Vitara,166,44
Suzuki,2010 Suzuki Grand Vitara,166,42
Suzuki,2010 Suzuki Grand Vitara,166,44
Suzuki,2010 Suzuki Grand Vitara,230,40
Suzuki,2010 Suzuki Grand Vitara,166,44
Suzuki,2010 Suzuki Grand Vitara,166,42
Suzuki,2010 Suzuki Grand Vitara,230,40
Suzuki,2010 Suzuki Grand Vitara,166,42
GMC,2011 GMC Savana,324,27
GMC,2011 GMC Savana,324,20
Honda,2011 Honda Odyssey,248,45
Honda,2011 Honda Odyssey,248,45
Honda,2011 Honda Odyssey,248,45
Honda,2011 Honda Odyssey,248,47
Honda,2011 Honda Odyssey,248,47
GMC,2011 GMC Savana,324,27
GMC,2011 GMC Savana,324,27
GMC,2011 GMC Savana,195,35
GMC,2011 GMC Savana,310,23
GMC,2011 GMC Savana,310,23
GMC,2011 GMC Savana,280,20
GMC,2011 GMC Savana,324,20
GMC,2010 GMC Sierra 1500,302,24
GMC,2011 GMC Savana,280,26
GMC,2011 GMC Savana,280,20
GMC,2010 GMC Sierra 1500,195,35
GMC,2011 GMC Savana,280,20
Subaru,2011 Subaru Forester,170,48
Subaru,2011 Subaru Forester,170,48
Honda,2010 Honda Odyssey,244,39
Honda,2010 Honda Odyssey,244,39
Honda,2010 Honda Odyssey,244,42
Honda,2010 Honda Odyssey,244,42
GMC,2010 GMC Savana,310,23
GMC,2010 GMC Savana,310,30
GMC,2010 GMC Savana,310,23
GMC,2010 GMC Savana,310,21
Suzuki,2011 Suzuki Kizashi,185,52
Suzuki,2011 Suzuki Kizashi,185,49
GMC,2010 GMC Savana,195,35
GMC,2010 GMC Savana,310,31
Suzuki,2010 Suzuki Kizashi,185,52
Suzuki,2010 Suzuki Kizashi,185,49
Suzuki,2010 Suzuki Kizashi,185,49
Saab,2011 Saab 9-3 Convertible,210,49
Saab,2011 Saab 9-3 Convertible,210,49
Saab,2011 Saab 9-3 Convertible,210,46
Saab,2011 Saab 9-3 Convertible,210,46
Saab,2010 Saab 9-3 Convertible,210,46
Saab,2010 Saab 9-3 Convertible,210,49
Saab,2010 Saab 9-3 Convertible,210,49
Saab,2010 Saab 9-3 Convertible,210,46
Suzuki,2011 Suzuki SX4 Sedan,150,56
Suzuki,2011 Suzuki SX4 Sedan,150,55
Suzuki,2011 Suzuki SX4 Sedan,150,56
Suzuki,2010 Suzuki SX4 Sportback,150,52
Suzuki,2011 Suzuki SX4 Sportback,150,52
Suzuki,2011 Suzuki SX4 Sportback,150,52
Suzuki,2010 Suzuki SX4 Sedan,150,56
Suzuki,2010 Suzuki SX4 Sedan,150,55
Suzuki,2010 Suzuki SX4 Sedan,150,56
Saab,2011 Saab 9-3 Sport Sedan,210,47
Saab,2011 Saab 9-3 Sport Sedan,210,47
Saab,2011 Saab 9-3 Sport Sedan,210,52
Saab,2011 Saab 9-3 Sport Sedan,210,44
Saab,2011 Saab 9-3 Sport Sedan,210,44
Saab,2011 Saab 9-3 Sport Sedan,210,52
Saab,2011 Saab 9-3 Sport Sedan,210,49
Saab,2011 Saab 9-3 Sport Sedan,210,49
Subaru,2010 Subaru Forester,224,43
Subaru,2010 Subaru Forester,170,47
Subaru,2010 Subaru Forester,170,46
Subaru,2010 Subaru Forester,170,46
Subaru,2010 Subaru Forester,224,43
Subaru,2010 Subaru Forester,170,47
Subaru,2010 Subaru Forester,170,46
Lexus,2011 Lexus ES,268,46
Lexus,2010 Lexus GS,303,43
Lexus,2010 Lexus GS,303,45
Lexus,2010 Lexus GS,342,41
Subaru,2012 Subaru Impreza Sedan,148,59
Subaru,2012 Subaru Impreza Sedan,148,59
Subaru,2012 Subaru Impreza Sedan,148,59
Subaru,2012 Subaru Impreza Sedan,148,59
Buick,2011 Buick Lucerne,227,33
Buick,2011 Buick Lucerne,227,33
Buick,2011 Buick Lucerne,292,38
Buick,2011 Buick Lucerne,227,33
Buick,2010 Buick Lucerne,227,43
Buick,2010 Buick Lucerne,227,43
Buick,2010 Buick Lucerne,227,43
Buick,2010 Buick Lucerne,227,33
Buick,2010 Buick Lucerne,227,43
Buick,2010 Buick Lucerne,227,43
Buick,2010 Buick Lucerne,227,43
Buick,2010 Buick Lucerne,292,37
Buick,2010 Buick Lucerne,227,43
Buick,2011 Buick Regal,220,34
Buick,2011 Buick Regal,182,49
Aston Martin,2011 Aston Martin DB9 Volante,470,28
Aston Martin,2011 Aston Martin DB9 Volante,470,33
Saab,2010 Saab 9-3 Sport Sedan,210,47
Saab,2010 Saab 9-3 Sport Sedan,210,44
Saab,2010 Saab 9-3 Sport Sedan,210,44
Saab,2010 Saab 9-3 Sport Sedan,210,49
Saab,2010 Saab 9-3 Sport Sedan,210,47
Saab,2010 Saab 9-3 Sport Sedan,210,52
Grand Cherokee,2011 Jeep Grand Cherokee,290,39
Grand Cherokee,2011 Jeep Grand Cherokee,290,38
Grand Cherokee,2011 Jeep Grand Cherokee,290,39
Grand Cherokee,2011 Jeep Grand Cherokee,360,34
Grand Cherokee,2011 Jeep Grand Cherokee,290,28
Grand Cherokee,2011 Jeep Grand Cherokee,360,32
Grand Cherokee,2011 Jeep Grand Cherokee,290,30
Grand Cherokee,2011 Jeep Grand Cherokee,360,34
Grand Cherokee,2011 Jeep Grand Cherokee,290,28
Grand Cherokee,2011 Jeep Grand Cherokee,360,32
Grand Cherokee,2011 Jeep Grand Cherokee,290,39
Grand Cherokee,2011 Jeep Grand Cherokee,360,34
Grand Cherokee,2011 Jeep Grand Cherokee,290,38
Grand Cherokee,2011 Jeep Grand Cherokee,360,32
Grand Cherokee,2011 Jeep Grand Cherokee,290,39
Grand Cherokee,2011 Jeep Grand Cherokee,360,34
Grand Cherokee,2011 Jeep Grand Cherokee,290,38
Grand Cherokee,2011 Jeep Grand Cherokee,360,32
Grand Cherokee,2011 Jeep Grand Cherokee,290,28
Grand Cherokee,2011 Jeep Grand Cherokee,360,32
Saab,2010 Saab 9-3 Sport Sedan,210,49
Saab,2010 Saab 9-3 Sport Sedan,210,52
Aston Martin,2010 Aston Martin DB9 Volante,470,28
Aston Martin,2010 Aston Martin DB9 Volante,470,33
Subaru,2010 Subaru Impreza WRX Sedan,265,43
Subaru,2011 Subaru Impreza WRX Sedan,265,44
Subaru,2010 Subaru Impreza Sedan,170,46
Subaru,2010 Subaru Impreza Sedan,170,47
Subaru,2011 Subaru Impreza Sedan,170,46
Subaru,2011 Subaru Impreza Sedan,170,47
Subaru,2011 Subaru Impreza WRX Sedan,305,40
Subaru,2011 Subaru Impreza Sedan,170,47
Subaru,2011 Subaru Impreza Sedan,170,46
Grand Cherokee,2010 Jeep Grand Cherokee,210,37
Grand Cherokee,2010 Jeep Grand Cherokee,357,34
Grand Cherokee,2010 Jeep Grand Cherokee,210,35
Grand Cherokee,2010 Jeep Grand Cherokee,357,32
Grand Cherokee,2010 Jeep Grand Cherokee,210,37
Grand Cherokee,2010 Jeep Grand Cherokee,357,34
Grand Cherokee,2010 Jeep Grand Cherokee,210,35
Grand Cherokee,2010 Jeep Grand Cherokee,357,32
Grand Cherokee,2010 Jeep Grand Cherokee,420,28
Porsche,2011 Porsche 911 Coupe,620,39
Jeep,2011 Jeep Liberty,210,38
Jeep,2011 Jeep Liberty,210,36
Jeep,2011 Jeep Liberty,210,38
Jeep,2011 Jeep Liberty,210,36
Jeep,2011 Jeep Liberty,210,38
Jeep,2011 Jeep Liberty,210,36
Jeep,2011 Jeep Liberty,210,38
Jeep,2011 Jeep Liberty,210,36
Jeep,2011 Jeep Liberty,210,38
Jeep,2011 Jeep Liberty,210,36
Jeep,2011 Jeep Liberty,210,38
Jeep,2011 Jeep Liberty,210,36
Jeep,2011 Jeep Liberty,210,36
Land Rover,2011 Land Rover LR2,230,37
Land Rover,2011 Land Rover LR2,230,37
Land Rover,2011 Land Rover LR2,230,37
Land Rover,2010 Land Rover LR2,230,37
Land Rover,2011 Land Rover LR4,375,29
Land Rover,2011 Land Rover LR4,375,29
Land Rover,2011 Land Rover LR4,375,29
Land Rover,2010 Land Rover LR4,375,29
Jeep,2010 Jeep Liberty,210,38
Jeep,2010 Jeep Liberty,210,36
Jeep,2010 Jeep Liberty,210,38
Jeep,2010 Jeep Liberty,210,36
Jeep,2010 Jeep Liberty,210,36
Land Rover,2011 Land Rover Range Rover,510,30
Land Rover,2011 Land Rover Range Rover,375,30
Land Rover,2011 Land Rover Range Rover,375,30
Land Rover,2010 Land Rover Range Rover,510,30
Land Rover,2010 Land Rover Range Rover,375,30
Land Rover,2012 Land Rover Range Rover Evoque,240,46
Land Rover,2012 Land Rover Range Rover Evoque,240,46
Land Rover,2012 Land Rover Range Rover Evoque,240,46
Land Rover,2012 Land Rover Range Rover Evoque,240,46
Land Rover,2012 Land Rover Range Rover Evoque,240,46
Chrysler,2011 Chrysler 200 Convertible,173,47
Chrysler,2011 Chrysler 200 Convertible,283,35
Chrysler,2011 Chrysler 200 Convertible,283,48
Ferrari,2010 Ferrari 612 Scaglietti,540,25
Land Rover,2011 Land Rover Range Rover Sport,375,31
Land Rover,2011 Land Rover Range Rover Sport,510,29
Land Rover,2011 Land Rover Range Rover Sport,375,31
Chrysler,2010 Chrysler Sebring Convertible,173,49
Chrysler,2010 Chrysler Sebring Convertible,186,32
Chrysler,2010 Chrysler Sebring Convertible,235,43
Land Rover,2010 Land Rover Range Rover Sport,375,31
Land Rover,2010 Land Rover Range Rover Sport,510,29
Chrysler,2010 Chrysler Sebring Sedan,173,51
Chrysler,2010 Chrysler Sebring Sedan,173,51
Land Rover,2011 Land Rover Range Rover Sport,510,29
Saab,2011 Saab 9-3 SportCombi,210,52
Saab,2011 Saab 9-3 SportCombi,210,52
Saab,2011 Saab 9-3 SportCombi,210,44
Saab,2011 Saab 9-3 SportCombi,210,47
Saab,2011 Saab 9-3 SportCombi,210,46
Saab,2011 Saab 9-3 SportCombi,210,49
Scion,2012 Scion tC,180,54
Scion,2012 Scion tC,180,54
Scion,2012 Scion tC,180,54
Scion,2012 Scion tC,180,54
Scion,2011 Scion tC,180,54
Scion,2011 Scion tC,180,54
Scion,2010 Scion tC,161,47
Scion,2010 Scion tC,161,50
Aston Martin,2011 Aston Martin DB9 Coup,470,28
Aston Martin,2011 Aston Martin DB9 Coup,470,33
Scion,2010 Scion tC,161,47
Scion,2010 Scion tC,161,50
Aston Martin,2010 Aston Martin DB9 Coup,470,28
Aston Martin,2010 Aston Martin DB9 Coup,470,33
Saab,2010 Saab 9-3 SportCombi,210,49
Saab,2010 Saab 9-3 SportCombi,210,46
Saab,2010 Saab 9-3 SportCombi,210,52
Saab,2010 Saab 9-3 SportCombi,210,44
Saab,2010 Saab 9-3 SportCombi,210,46
MINI,2012 MINI Cooper Hardtop,121,66
MINI,2012 MINI Cooper Hardtop,121,64
MINI,2012 MINI Cooper Hardtop,181,62
MINI,2012 MINI Cooper Hardtop,181,60
MINI,2012 MINI Cooper Hardtop,208,58
MINI,2011 MINI Cooper Hardtop,121,66
MINI,2011 MINI Cooper Hardtop,121,64
MINI,2011 MINI Cooper Hardtop,181,62
MINI,2011 MINI Cooper Hardtop,181,60
MINI,2011 MINI Cooper Hardtop,208,58
MINI,2010 MINI Cooper Hardtop,118,65
MINI,2010 MINI Cooper Hardtop,118,58
MINI,2010 MINI Cooper Hardtop,172,60
MINI,2010 MINI Cooper Hardtop,172,56
MINI,2010 MINI Cooper Hardtop,208,58
MINI,2012 MINI Cooper Convertible,121,62
MINI,2012 MINI Cooper Convertible,121,62
MINI,2012 MINI Cooper Convertible,181,62
MINI,2012 MINI Cooper Convertible,181,60
MINI,2012 MINI Cooper Convertible,208,58
MINI,2011 MINI Cooper Convertible,121,63
MINI,2011 MINI Cooper Convertible,121,63
MINI,2011 MINI Cooper Convertible,181,62
MINI,2011 MINI Cooper Convertible,181,60
MINI,2011 MINI Cooper Convertible,208,58
MINI,2010 MINI Cooper Convertible,118,64
MINI,2010 MINI Cooper Convertible,118,58
MINI,2010 MINI Cooper Convertible,172,60
MINI,2010 MINI Cooper Convertible,172,56
MINI,2010 MINI Cooper Convertible,208,58
Jaguar,2011 Jaguar XJ,385,39
Jaguar,2011 Jaguar XJ,385,37
Jaguar,2011 Jaguar XJ,470,36
Jaguar,2011 Jaguar XJ,470,36
Jaguar,2011 Jaguar XJ,510,36
Jaguar,2011 Jaguar XJ,510,36
Chevrolet,2012 Chevrolet Malibu,169,55
Chevrolet,2012 Chevrolet Malibu,169,55
Chevrolet,2012 Chevrolet Malibu,169,55
Chevrolet,2012 Chevrolet Malibu,252,43
Chevrolet,2012 Chevrolet Malibu,169,55
Chevrolet,2012 Chevrolet Malibu,252,43
Chrysler,2010 Chrysler Sebring Sedan,235,43
MINI,2012 MINI Clubman,121,62
MINI,2012 MINI Clubman,121,62
MINI,2012 MINI Clubman,181,62
MINI,2012 MINI Clubman,181,60
MINI,2012 MINI Clubman,208,58
Aston Martin,2011 Aston Martin DBS Volante,510,28
Aston Martin,2011 Aston Martin DBS Volante,510,30
MINI,2011 MINI Clubman,121,63
MINI,2011 MINI Clubman,121,63
MINI,2011 MINI Clubman,181,62
MINI,2011 MINI Clubman,181,60
MINI,2011 MINI Clubman,208,58
MINI,2010 MINI Clubman,118,64
MINI,2010 MINI Clubman,118,58
MINI,2010 MINI Clubman,172,60
MINI,2010 MINI Clubman,172,56
MINI,2010 MINI Clubman,208,58
Aston Martin,2011 Aston Martin Rapide,470,32
Aston Martin,2011 Aston Martin Rapide,470,32
Chrysler,2011 Chrysler 200 Sedan,173,51
Chrysler,2011 Chrysler 200 Sedan,173,51
Chrysler,2011 Chrysler 200 Sedan,173,51
Chrysler,2011 Chrysler 200 Sedan,283,35
Jaguar,2011 Jaguar XK Convertible,385,38
Jaguar,2011 Jaguar XK Convertible,510,37
Jaguar,2011 Jaguar XK Coup,385,40
Jaguar,2011 Jaguar XK Coup,510,37
Jaguar,2011 Jaguar XK Coup,510,37
Chrysler,2011 Chrysler 300,292,45
Chrysler,2011 Chrysler 300,292,45
Chrysler,2011 Chrysler 300,363,41
Chrysler,2011 Chrysler 300,363,38
Jaguar,2010 Jaguar XK Convertible,385,38
Jaguar,2010 Jaguar XK Convertible,510,37
Subaru,2010 Subaru Impreza Sedan,170,46
Subaru,2010 Subaru Impreza Sedan,170,47
Subaru,2010 Subaru Impreza Sedan,224,43
Jaguar,2010 Jaguar XK Coup,510,37
Jaguar,2010 Jaguar XK Coup,385,40
Jaguar,2011 Jaguar XF,385,39
Jaguar,2011 Jaguar XF,385,39
Jaguar,2011 Jaguar XF,510,36
Jaguar,2011 Jaguar XF,470,36
Jeep,2011 Jeep Patriot,158,52
Jeep,2011 Jeep Patriot,172,51
Jeep,2011 Jeep Patriot,172,50
Jeep,2011 Jeep Patriot,158,52
Jeep,2011 Jeep Patriot,172,51
Jeep,2011 Jeep Patriot,172,50
Jeep,2011 Jeep Patriot,172,51
Jeep,2011 Jeep Patriot,172,50
Jeep,2011 Jeep Patriot,172,51
Jeep,2011 Jeep Patriot,172,50
Chrysler,2010 Chrysler 300,178,44
Chrysler Group LLC,2010 Chrysler 300,250,40
Chrysler Group LLC,2010 Chrysler 300,250,42
Chrysler Group LLC,2010 Chrysler 300,250,42
Chrysler Group LLC,2010 Chrysler 300,250,40
Chrysler,2010 Chrysler 300,360,41
Chrysler,2010 Chrysler 300,360,39
Chrysler Group LLC,2010 Chrysler 300,250,42
Chrysler,2010 Chrysler 300,360,41
Chrysler Group LLC,2010 Chrysler 300,425,32
Chrysler,2011 Chrysler Town and Country,283,42
Chrysler,2011 Chrysler Town and Country,283,42
Chrysler,2011 Chrysler Town and Country,283,42
Chrysler,2010 Chrysler Town and Country,197,39
Chrysler,2010 Chrysler Town and Country,251,42
Chrysler,2010 Chrysler Town and Country,197,39
Chrysler,2010 Chrysler Town and Country,197,39
Jaguar,2010 Jaguar XF,300,41
Jaguar,2010 Jaguar XF,385,39
Jaguar,2010 Jaguar XF,470,36
Jaguar,2010 Jaguar XF,510,36
Jeep,2010 Jeep Patriot,158,52
Jeep,2010 Jeep Patriot,172,51
Jeep,2010 Jeep Patriot,172,51
Jeep,2010 Jeep Patriot,158,52
Jeep,2010 Jeep Patriot,172,51
Jeep,2010 Jeep Patriot,172,51
Jeep,2010 Jeep Patriot,172,51
Jeep,2010 Jeep Patriot,172,51
Lotus,2011 Lotus Elise,189,48
Lotus,2011 Lotus Elise,217,46
Lotus,2010 Lotus Elise,218,46
Lotus,2009 Lotus Elise,189,48
Lotus,2009 Lotus Elise,218,46
Chevrolet,2011 Chevrolet Malibu,169,55
Chevrolet,2011 Chevrolet Malibu,169,55
Chevrolet,2011 Chevrolet Malibu,169,55
Chevrolet,2011 Chevrolet Malibu,252,43
Chevrolet,2011 Chevrolet Malibu,169,55
Chevrolet,2011 Chevrolet Malibu,252,43
Lotus,2011 Lotus Evora,276,44
MINI,2012 MINI Countryman,121,62
MINI,2012 MINI Countryman,121,55
MINI,2012 MINI Countryman,181,58
MINI,2012 MINI Countryman,181,57
MINI,2012 MINI Countryman,181,56
MINI,2012 MINI Countryman,181,53
MINI,2011 MINI Countryman,121,63
MINI,2011 MINI Countryman,121,55
MINI,2011 MINI Countryman,181,58
MINI,2011 MINI Countryman,181,57
MINI,2011 MINI Countryman,181,56
MINI,2011 MINI Countryman,181,53
Chevrolet,2010 Chevrolet Malibu,169,52
Chevrolet,2010 Chevrolet Malibu,170,52
Chevrolet,2010 Chevrolet Malibu,169,55
Chevrolet,2010 Chevrolet Malibu,169,55
Chevrolet,2010 Chevrolet Malibu,252,43
Chevrolet,2010 Chevrolet Malibu,169,55
Chevrolet,2010 Chevrolet Malibu,252,43
Lotus,2011 Lotus Exige,240,46
Lotus,2011 Lotus Exige,257,46
Lotus,2010 Lotus Exige,240,46
Lotus,2009 Lotus Exige,240,46
Lotus,2009 Lotus Exige,257,48
Chevrolet,2012 Chevrolet Sonic Sedan,138,61
Chevrolet,2012 Chevrolet Sonic Sedan,138,60
Chevrolet,2012 Chevrolet Sonic Sedan,138,61
Chevrolet,2012 Chevrolet Sonic Sedan,138,60
Chevrolet,2012 Chevrolet Sonic Sedan,138,61
Chevrolet,2012 Chevrolet Sonic Sedan,138,60
Chevrolet,2010 Chevrolet Malibu Hybrid,164,60
Maserati,2011 Maserati GranTurismo Coup,405,33
Maserati,2011 Maserati GranTurismo Coup,433,33
Maserati,2010 Maserati GranTurismo Coup,405,31
Maserati,2010 Maserati GranTurismo Coup,433,31
Maserati,2011 Maserati GranTurismo Convertible,433,32
Maserati,2010 Maserati GranTurismo Convertible,433,31
Maserati,2011 Maserati Quattroporte,400,32
Maserati,2011 Maserati Quattroporte,430,31
Maserati,2011 Maserati Quattroporte,440,31
Jeep,2011 Jeep Wrangler,202,34
Jeep,2011 Jeep Wrangler,202,34
Jeep,2011 Jeep Wrangler,202,34
Jeep,2011 Jeep Wrangler,202,34
Jeep,2011 Jeep Wrangler,202,34
Jeep,2011 Jeep Wrangler,202,34
Jeep,2011 Jeep Wrangler,202,34
Jeep,2011 Jeep Wrangler,202,34
Jeep,2011 Jeep Wrangler,202,34
Jeep,2011 Jeep Wrangler,202,34
Jeep,2011 Jeep Wrangler,202,34
Jeep,2011 Jeep Wrangler,202,34
Jeep,2011 Jeep Wrangler,202,34
Jeep,2011 Jeep Wrangler,202,34
Jeep,2011 Jeep Wrangler,202,34
Jeep,2011 Jeep Wrangler,202,34
Jeep,2011 Jeep Wrangler,202,34
Jeep,2011 Jeep Wrangler,202,34
Jeep,2011 Jeep Wrangler,202,34
Jeep,2011 Jeep Wrangler,202,34
Jeep,2011 Jeep Wrangler,202,34
Jeep,2011 Jeep Wrangler,202,34
Jeep,2011 Jeep Wrangler,202,34
Jeep,2011 Jeep Wrangler,202,34
Jeep,2011 Jeep Wrangler,202,34
Jeep,2010 Jeep Wrangler,205,34
Jeep,2010 Jeep Wrangler,205,34
Jeep,2010 Jeep Wrangler,205,34
Jeep,2010 Jeep Wrangler,205,34
Jeep,2010 Jeep Wrangler,205,34
Jeep,2010 Jeep Wrangler,205,34
Jeep,2010 Jeep Wrangler,205,35
Jeep,2010 Jeep Wrangler,205,34
Jeep,2010 Jeep Wrangler,205,34
Jeep,2010 Jeep Wrangler,205,35
Jeep,2010 Jeep Wrangler,205,34
Jeep,2010 Jeep Wrangler,205,34
Jeep,2010 Jeep Wrangler,205,34
Jeep,2010 Jeep Wrangler,205,34
Jeep,2010 Jeep Wrangler,205,34
GMC,2010 GMC Canyon,185,43
GMC,2010 GMC Canyon,185,42
GMC,2010 GMC Canyon,185,40
GMC,2010 GMC Canyon,242,40
GMC,2010 GMC Canyon,242,40
Maserati,2010 Maserati Quattroporte,400,32
Maserati,2010 Maserati Quattroporte,425,31
Maserati,2010 Maserati Quattroporte,433,31
Honda,2011 Honda Ridgeline,250,35
Honda,2011 Honda Ridgeline,250,35
Honda,2011 Honda Ridgeline,250,35
Honda,2010 Honda Ridgeline,250,35
Honda,2010 Honda Ridgeline,250,35
Honda,2010 Honda Ridgeline,250,35
MINI,2012 MINI Cooper Coupe,121,66
MINI,2012 MINI Cooper Coupe,121,64
MINI,2012 MINI Cooper Coupe,181,62
MINI,2012 MINI Cooper Coupe,181,60
MINI,2012 MINI Cooper Coupe,208,58
Mercury,2011 Mercury Grand Marquis,224,29
Mercury,2010 Mercury Grand Marquis,224,29
Mercury,2011 Mercury Mariner,171,49
Mercury,2011 Mercury Mariner,171,46
Mercury,2011 Mercury Mariner,240,33
Mercury,2011 Mercury Mariner,240,41
Mercury,2011 Mercury Mariner,171,49
Mercury,2011 Mercury Mariner,171,46
Mercury,2011 Mercury Mariner,240,33
Mercury,2011 Mercury Mariner,240,30
Chrysler,2010 Chrysler Town and Country,175,41
Chrysler,2010 Chrysler Town and Country,251,42
BMW,2010 BMW M6 Convertible,500,28
BMW,2010 BMW M6 Coup,500,28
BMW,2010 BMW X3,260,41
BMW,2010 BMW X3,260,41
Toyota,2012 Toyota Camry,178,60
Toyota,2012 Toyota Camry,178,60
Toyota,2012 Toyota Camry,178,60
Toyota,2012 Toyota Camry,268,51
Toyota,2012 Toyota Camry,178,60
Toyota,2012 Toyota Camry,268,51
BMW,2011 BMW X3,240,44
BMW,2011 BMW X3,300,45
Toyota,2012 Toyota FJ Cruiser,260,37
Toyota,2012 Toyota FJ Cruiser,260,33
Toyota,2012 Toyota FJ Cruiser,260,37
Chevrolet,2012 Chevrolet Sonic Hatchback,138,61
Chevrolet,2012 Chevrolet Sonic Hatchback,138,60
Chevrolet,2012 Chevrolet Sonic Hatchback,138,61
Chevrolet,2012 Chevrolet Sonic Hatchback,138,69
Chevrolet,2012 Chevrolet Sonic Hatchback,138,60
Chevrolet,2012 Chevrolet Sonic Hatchback,138,61
Chevrolet,2012 Chevrolet Sonic Hatchback,138,69
Chevrolet,2012 Chevrolet Sonic Hatchback,138,60
BMW,2010 BMW X5,260,36
BMW,2010 BMW X5,265,45
BMW,2010 BMW X5,350,33
Chevrolet,2011 Chevrolet Suburban Half-Ton,320,36
Chevrolet,2011 Chevrolet Suburban Half-Ton,320,27
Chevrolet,2011 Chevrolet Suburban Half-Ton,320,27
Chevrolet,2011 Chevrolet Suburban Half-Ton,320,36
Chevrolet,2011 Chevrolet Suburban Half-Ton,320,36
Chevrolet,2011 Chevrolet Suburban Half-Ton,320,36
BMW,2011 BMW X5,265,45
BMW,2011 BMW X5,400,34
BMW,2011 BMW X5,300,39
BMW,2011 BMW X5,300,39
BMW,2011 BMW X5,300,39
Chevrolet,2011 Chevrolet Suburban Three-Quarter-Ton,352,26
Chevrolet,2011 Chevrolet Suburban Three-Quarter-Ton,352,25
Chevrolet,2011 Chevrolet Suburban Three-Quarter-Ton,352,26
Chevrolet,2011 Chevrolet Suburban Three-Quarter-Ton,352,25
Chevrolet,2010 Chevrolet Suburban,320,36
Chevrolet,2010 Chevrolet Suburban,320,36
Chevrolet,2010 Chevrolet Suburban,320,36
GMC,2010 GMC Canyon,185,43
GMC,2010 GMC Canyon,185,43
GMC,2010 GMC Canyon,185,42
GMC,2010 GMC Canyon,185,40
GMC,2010 GMC Canyon,242,40
GMC,2010 GMC Canyon,242,40
GMC,2010 GMC Canyon,185,43
GMC,2010 GMC Canyon,185,43
GMC,2010 GMC Canyon,185,42
GMC,2010 GMC Canyon,185,40
GMC,2010 GMC Canyon,242,40
GMC,2010 GMC Canyon,242,40
Subaru,2011 Subaru Impreza Hatchback,170,46
Subaru,2011 Subaru Impreza Hatchback,170,47
Subaru,2011 Subaru Impreza WRX Hatchback,305,40
Subaru,2011 Subaru Impreza Hatchback,170,47
Subaru,2011 Subaru Impreza Hatchback,170,46
Subaru,2011 Subaru Impreza WRX Hatchback,265,44
GMC,2010 GMC Canyon,185,43
GMC,2010 GMC Canyon,185,43
GMC,2010 GMC Canyon,185,42
GMC,2010 GMC Canyon,185,40
GMC,2010 GMC Canyon,242,40
GMC,2010 GMC Canyon,300,35
GMC,2010 GMC Canyon,242,40
GMC,2010 GMC Canyon,300,33
Subaru,2010 Subaru Impreza Hatchback,224,43
Subaru,2010 Subaru Impreza Hatchback,170,46
Subaru,2010 Subaru Impreza WRX Hatchback,305,40
Subaru,2010 Subaru Impreza Hatchback,170,46
Subaru,2010 Subaru Impreza Hatchback,170,47
Subaru,2010 Subaru Impreza Hatchback,170,47
Subaru,2010 Subaru Impreza WRX Hatchback,305,40
Subaru,2010 Subaru Impreza WRX Hatchback,265,43
GMC,2010 GMC Canyon,242,40
GMC,2010 GMC Canyon,242,40
